Points with non-zero HEIDI values:
Point 102 -> Point 231, HEIDI Value: 1.0000
Point 102 -> Point 236, HEIDI Value: 1.0000
Point 102 -> Point 252, HEIDI Value: 1.0000
Point 102 -> Point 259, HEIDI Value: 1.0000
Point 102 -> Point 263, HEIDI Value: 1.0000
Point 102 -> Point 264, HEIDI Value: 1.0000
Point 102 -> Point 273, HEIDI Value: 1.0000
Point 102 -> Point 274, HEIDI Value: 1.0000
Point 102 -> Point 280, HEIDI Value: 1.0000
Point 102 -> Point 297, HEIDI Value: 1.0000
Point 103 -> Point 3, HEIDI Value: 1.0000
Point 103 -> Point 33, HEIDI Value: 1.0000
Point 103 -> Point 60, HEIDI Value: 1.0000
Point 103 -> Point 65, HEIDI Value: 1.0000
Point 103 -> Point 66, HEIDI Value: 1.0000
Point 103 -> Point 67, HEIDI Value: 1.0000
Point 103 -> Point 73, HEIDI Value: 1.0000
Point 103 -> Point 125, HEIDI Value: 1.0000
Point 103 -> Point 127, HEIDI Value: 1.0000
Point 103 -> Point 148, HEIDI Value: 1.0000
Point 103 -> Point 159, HEIDI Value: 1.0000
Point 103 -> Point 163, HEIDI Value: 1.0000
Point 103 -> Point 210, HEIDI Value: 1.0000
Point 103 -> Point 219, HEIDI Value: 1.0000
Point 103 -> Point 220, HEIDI Value: 1.0000
Point 103 -> Point 223, HEIDI Value: 1.0000
Point 103 -> Point 272, HEIDI Value: 1.0000
Point 103 -> Point 284, HEIDI Value: 1.0000
Point 104 -> Point 1, HEIDI Value: 1.0000
Point 104 -> Point 13, HEIDI Value: 1.0000
Point 104 -> Point 21, HEIDI Value: 1.0000
Point 104 -> Point 48, HEIDI Value: 1.0000
Point 104 -> Point 50, HEIDI Value: 1.0000
Point 104 -> Point 52, HEIDI Value: 1.0000
Point 104 -> Point 107, HEIDI Value: 1.0000
Point 104 -> Point 130, HEIDI Value: 1.0000
Point 104 -> Point 131, HEIDI Value: 1.0000
Point 104 -> Point 135, HEIDI Value: 1.0000
Point 104 -> Point 138, HEIDI Value: 1.0000
Point 104 -> Point 178, HEIDI Value: 1.0000
Point 104 -> Point 181, HEIDI Value: 1.0000
Point 104 -> Point 211, HEIDI Value: 1.0000
Point 104 -> Point 233, HEIDI Value: 1.0000
Point 104 -> Point 243, HEIDI Value: 1.0000
Point 104 -> Point 248, HEIDI Value: 1.0000
Point 104 -> Point 265, HEIDI Value: 1.0000
Point 104 -> Point 271, HEIDI Value: 1.0000
Point 104 -> Point 283, HEIDI Value: 1.0000
Point 104 -> Point 291, HEIDI Value: 1.0000
Point 105 -> Point 4, HEIDI Value: 1.0000
Point 105 -> Point 5, HEIDI Value: 1.0000
Point 105 -> Point 12, HEIDI Value: 1.0000
Point 105 -> Point 46, HEIDI Value: 1.0000
Point 105 -> Point 51, HEIDI Value: 1.0000
Point 105 -> Point 61, HEIDI Value: 1.0000
Point 105 -> Point 90, HEIDI Value: 1.0000
Point 105 -> Point 149, HEIDI Value: 1.0000
Point 105 -> Point 158, HEIDI Value: 1.0000
Point 105 -> Point 164, HEIDI Value: 1.0000
Point 105 -> Point 165, HEIDI Value: 1.0000
Point 105 -> Point 179, HEIDI Value: 1.0000
Point 105 -> Point 224, HEIDI Value: 1.0000
Point 105 -> Point 278, HEIDI Value: 1.0000
Point 105 -> Point 281, HEIDI Value: 1.0000
Point 106 -> Point 10, HEIDI Value: 1.0000
Point 106 -> Point 27, HEIDI Value: 1.0000
Point 106 -> Point 52, HEIDI Value: 1.0000
Point 106 -> Point 64, HEIDI Value: 1.0000
Point 106 -> Point 70, HEIDI Value: 1.0000
Point 106 -> Point 107, HEIDI Value: 1.0000
Point 106 -> Point 127, HEIDI Value: 1.0000
Point 106 -> Point 130, HEIDI Value: 1.0000
Point 106 -> Point 134, HEIDI Value: 1.0000
Point 106 -> Point 144, HEIDI Value: 1.0000
Point 106 -> Point 149, HEIDI Value: 1.0000
Point 106 -> Point 150, HEIDI Value: 1.0000
Point 106 -> Point 154, HEIDI Value: 1.0000
Point 106 -> Point 163, HEIDI Value: 1.0000
Point 106 -> Point 197, HEIDI Value: 1.0000
Point 106 -> Point 205, HEIDI Value: 1.0000
Point 106 -> Point 208, HEIDI Value: 1.0000
Point 106 -> Point 220, HEIDI Value: 1.0000
Point 106 -> Point 235, HEIDI Value: 1.0000
Point 106 -> Point 264, HEIDI Value: 1.0000
Point 106 -> Point 272, HEIDI Value: 1.0000
Point 107 -> Point 3, HEIDI Value: 1.0000
Point 107 -> Point 44, HEIDI Value: 1.0000
Point 107 -> Point 52, HEIDI Value: 1.0000
Point 107 -> Point 63, HEIDI Value: 1.0000
Point 107 -> Point 64, HEIDI Value: 1.0000
Point 107 -> Point 66, HEIDI Value: 1.0000
Point 107 -> Point 69, HEIDI Value: 1.0000
Point 107 -> Point 82, HEIDI Value: 1.0000
Point 107 -> Point 88, HEIDI Value: 1.0000
Point 107 -> Point 123, HEIDI Value: 1.0000
Point 107 -> Point 124, HEIDI Value: 1.0000
Point 107 -> Point 125, HEIDI Value: 1.0000
Point 107 -> Point 130, HEIDI Value: 1.0000
Point 107 -> Point 138, HEIDI Value: 1.0000
Point 107 -> Point 140, HEIDI Value: 1.0000
Point 107 -> Point 163, HEIDI Value: 1.0000
Point 107 -> Point 195, HEIDI Value: 1.0000
Point 107 -> Point 202, HEIDI Value: 1.0000
Point 107 -> Point 205, HEIDI Value: 1.0000
Point 107 -> Point 235, HEIDI Value: 1.0000
Point 107 -> Point 272, HEIDI Value: 1.0000
Point 108 -> Point 13, HEIDI Value: 1.0000
Point 108 -> Point 37, HEIDI Value: 1.0000
Point 108 -> Point 78, HEIDI Value: 1.0000
Point 108 -> Point 91, HEIDI Value: 1.0000
Point 108 -> Point 116, HEIDI Value: 1.0000
Point 108 -> Point 118, HEIDI Value: 1.0000
Point 108 -> Point 173, HEIDI Value: 1.0000
Point 108 -> Point 198, HEIDI Value: 1.0000
Point 108 -> Point 211, HEIDI Value: 1.0000
Point 108 -> Point 234, HEIDI Value: 1.0000
Point 108 -> Point 236, HEIDI Value: 1.0000
Point 108 -> Point 243, HEIDI Value: 1.0000
Point 108 -> Point 248, HEIDI Value: 1.0000
Point 108 -> Point 251, HEIDI Value: 1.0000
Point 108 -> Point 261, HEIDI Value: 1.0000
Point 108 -> Point 267, HEIDI Value: 1.0000
Point 108 -> Point 271, HEIDI Value: 1.0000
Point 109 -> Point 6, HEIDI Value: 1.0000
Point 109 -> Point 8, HEIDI Value: 1.0000
Point 109 -> Point 10, HEIDI Value: 1.0000
Point 109 -> Point 14, HEIDI Value: 1.0000
Point 109 -> Point 21, HEIDI Value: 1.0000
Point 109 -> Point 31, HEIDI Value: 1.0000
Point 109 -> Point 36, HEIDI Value: 1.0000
Point 109 -> Point 41, HEIDI Value: 1.0000
Point 109 -> Point 62, HEIDI Value: 1.0000
Point 109 -> Point 77, HEIDI Value: 1.0000
Point 109 -> Point 78, HEIDI Value: 1.0000
Point 109 -> Point 84, HEIDI Value: 1.0000
Point 109 -> Point 108, HEIDI Value: 1.0000
Point 109 -> Point 110, HEIDI Value: 1.0000
Point 109 -> Point 118, HEIDI Value: 1.0000
Point 109 -> Point 137, HEIDI Value: 1.0000
Point 109 -> Point 143, HEIDI Value: 1.0000
Point 109 -> Point 146, HEIDI Value: 1.0000
Point 109 -> Point 159, HEIDI Value: 1.0000
Point 109 -> Point 165, HEIDI Value: 1.0000
Point 109 -> Point 166, HEIDI Value: 1.0000
Point 109 -> Point 182, HEIDI Value: 1.0000
Point 109 -> Point 198, HEIDI Value: 1.0000
Point 109 -> Point 229, HEIDI Value: 1.0000
Point 109 -> Point 234, HEIDI Value: 1.0000
Point 109 -> Point 238, HEIDI Value: 1.0000
Point 109 -> Point 243, HEIDI Value: 1.0000
Point 110 -> Point 10, HEIDI Value: 1.0000
Point 110 -> Point 19, HEIDI Value: 1.0000
Point 110 -> Point 31, HEIDI Value: 1.0000
Point 110 -> Point 58, HEIDI Value: 1.0000
Point 110 -> Point 62, HEIDI Value: 1.0000
Point 110 -> Point 63, HEIDI Value: 1.0000
Point 110 -> Point 74, HEIDI Value: 1.0000
Point 110 -> Point 84, HEIDI Value: 1.0000
Point 110 -> Point 97, HEIDI Value: 1.0000
Point 110 -> Point 109, HEIDI Value: 1.0000
Point 110 -> Point 114, HEIDI Value: 1.0000
Point 110 -> Point 116, HEIDI Value: 1.0000
Point 110 -> Point 122, HEIDI Value: 1.0000
Point 110 -> Point 125, HEIDI Value: 1.0000
Point 110 -> Point 135, HEIDI Value: 1.0000
Point 110 -> Point 153, HEIDI Value: 1.0000
Point 110 -> Point 159, HEIDI Value: 1.0000
Point 110 -> Point 166, HEIDI Value: 1.0000
Point 110 -> Point 189, HEIDI Value: 1.0000
Point 110 -> Point 252, HEIDI Value: 1.0000
Point 111 -> Point 13, HEIDI Value: 1.0000
Point 111 -> Point 14, HEIDI Value: 1.0000
Point 111 -> Point 15, HEIDI Value: 1.0000
Point 111 -> Point 50, HEIDI Value: 1.0000
Point 111 -> Point 59, HEIDI Value: 1.0000
Point 111 -> Point 71, HEIDI Value: 1.0000
Point 111 -> Point 87, HEIDI Value: 1.0000
Point 111 -> Point 93, HEIDI Value: 1.0000
Point 111 -> Point 133, HEIDI Value: 1.0000
Point 111 -> Point 141, HEIDI Value: 1.0000
Point 111 -> Point 151, HEIDI Value: 1.0000
Point 111 -> Point 152, HEIDI Value: 1.0000
Point 111 -> Point 156, HEIDI Value: 1.0000
Point 111 -> Point 177, HEIDI Value: 1.0000
Point 111 -> Point 204, HEIDI Value: 1.0000
Point 111 -> Point 207, HEIDI Value: 1.0000
Point 111 -> Point 211, HEIDI Value: 1.0000
Point 111 -> Point 233, HEIDI Value: 1.0000
Point 111 -> Point 238, HEIDI Value: 1.0000
Point 111 -> Point 248, HEIDI Value: 1.0000
Point 111 -> Point 250, HEIDI Value: 1.0000
Point 111 -> Point 260, HEIDI Value: 1.0000
Point 111 -> Point 277, HEIDI Value: 1.0000
Point 112 -> Point 11, HEIDI Value: 1.0000
Point 112 -> Point 51, HEIDI Value: 1.0000
Point 112 -> Point 68, HEIDI Value: 1.0000
Point 112 -> Point 85, HEIDI Value: 1.0000
Point 112 -> Point 90, HEIDI Value: 1.0000
Point 112 -> Point 100, HEIDI Value: 1.0000
Point 112 -> Point 157, HEIDI Value: 1.0000
Point 112 -> Point 161, HEIDI Value: 1.0000
Point 112 -> Point 199, HEIDI Value: 1.0000
Point 112 -> Point 233, HEIDI Value: 1.0000
Point 112 -> Point 234, HEIDI Value: 1.0000
Point 112 -> Point 257, HEIDI Value: 1.0000
Point 112 -> Point 270, HEIDI Value: 1.0000
Point 112 -> Point 278, HEIDI Value: 1.0000
Point 112 -> Point 290, HEIDI Value: 1.0000
Point 112 -> Point 291, HEIDI Value: 1.0000
Point 112 -> Point 299, HEIDI Value: 1.0000
Point 113 -> Point 39, HEIDI Value: 1.0000
Point 113 -> Point 68, HEIDI Value: 1.0000
Point 113 -> Point 76, HEIDI Value: 1.0000
Point 113 -> Point 86, HEIDI Value: 1.0000
Point 113 -> Point 92, HEIDI Value: 1.0000
Point 113 -> Point 119, HEIDI Value: 1.0000
Point 113 -> Point 128, HEIDI Value: 1.0000
Point 113 -> Point 147, HEIDI Value: 1.0000
Point 113 -> Point 168, HEIDI Value: 1.0000
Point 113 -> Point 170, HEIDI Value: 1.0000
Point 113 -> Point 174, HEIDI Value: 1.0000
Point 113 -> Point 179, HEIDI Value: 1.0000
Point 113 -> Point 187, HEIDI Value: 1.0000
Point 113 -> Point 193, HEIDI Value: 1.0000
Point 113 -> Point 200, HEIDI Value: 1.0000
Point 113 -> Point 202, HEIDI Value: 1.0000
Point 113 -> Point 224, HEIDI Value: 1.0000
Point 113 -> Point 226, HEIDI Value: 1.0000
Point 113 -> Point 294, HEIDI Value: 1.0000
Point 114 -> Point 10, HEIDI Value: 1.0000
Point 114 -> Point 20, HEIDI Value: 1.0000
Point 114 -> Point 35, HEIDI Value: 1.0000
Point 114 -> Point 43, HEIDI Value: 1.0000
Point 114 -> Point 77, HEIDI Value: 1.0000
Point 114 -> Point 84, HEIDI Value: 1.0000
Point 114 -> Point 95, HEIDI Value: 1.0000
Point 114 -> Point 137, HEIDI Value: 1.0000
Point 114 -> Point 160, HEIDI Value: 1.0000
Point 114 -> Point 174, HEIDI Value: 1.0000
Point 114 -> Point 209, HEIDI Value: 1.0000
Point 114 -> Point 210, HEIDI Value: 1.0000
Point 114 -> Point 223, HEIDI Value: 1.0000
Point 114 -> Point 226, HEIDI Value: 1.0000
Point 114 -> Point 237, HEIDI Value: 1.0000
Point 114 -> Point 269, HEIDI Value: 1.0000
Point 114 -> Point 293, HEIDI Value: 1.0000
Point 115 -> Point 6, HEIDI Value: 1.0000
Point 115 -> Point 67, HEIDI Value: 1.0000
Point 115 -> Point 82, HEIDI Value: 1.0000
Point 115 -> Point 83, HEIDI Value: 1.0000
Point 115 -> Point 101, HEIDI Value: 1.0000
Point 115 -> Point 118, HEIDI Value: 1.0000
Point 115 -> Point 165, HEIDI Value: 1.0000
Point 115 -> Point 172, HEIDI Value: 1.0000
Point 115 -> Point 181, HEIDI Value: 1.0000
Point 115 -> Point 198, HEIDI Value: 1.0000
Point 115 -> Point 213, HEIDI Value: 1.0000
Point 115 -> Point 222, HEIDI Value: 1.0000
Point 115 -> Point 225, HEIDI Value: 1.0000
Point 115 -> Point 229, HEIDI Value: 1.0000
Point 115 -> Point 232, HEIDI Value: 1.0000
Point 115 -> Point 255, HEIDI Value: 1.0000
Point 115 -> Point 258, HEIDI Value: 1.0000
Point 115 -> Point 262, HEIDI Value: 1.0000
Point 115 -> Point 267, HEIDI Value: 1.0000
Point 115 -> Point 268, HEIDI Value: 1.0000
Point 115 -> Point 289, HEIDI Value: 1.0000
Point 116 -> Point 3, HEIDI Value: 1.0000
Point 116 -> Point 13, HEIDI Value: 1.0000
Point 116 -> Point 16, HEIDI Value: 1.0000
Point 116 -> Point 28, HEIDI Value: 1.0000
Point 116 -> Point 36, HEIDI Value: 1.0000
Point 116 -> Point 59, HEIDI Value: 1.0000
Point 116 -> Point 62, HEIDI Value: 1.0000
Point 116 -> Point 63, HEIDI Value: 1.0000
Point 116 -> Point 72, HEIDI Value: 1.0000
Point 116 -> Point 91, HEIDI Value: 1.0000
Point 116 -> Point 108, HEIDI Value: 1.0000
Point 116 -> Point 151, HEIDI Value: 1.0000
Point 116 -> Point 163, HEIDI Value: 1.0000
Point 116 -> Point 211, HEIDI Value: 1.0000
Point 116 -> Point 227, HEIDI Value: 1.0000
Point 116 -> Point 248, HEIDI Value: 1.0000
Point 116 -> Point 251, HEIDI Value: 1.0000
Point 116 -> Point 272, HEIDI Value: 1.0000
Point 116 -> Point 280, HEIDI Value: 1.0000
Point 117 -> Point 2, HEIDI Value: 1.0000
Point 117 -> Point 19, HEIDI Value: 1.0000
Point 117 -> Point 27, HEIDI Value: 1.0000
Point 117 -> Point 32, HEIDI Value: 1.0000
Point 117 -> Point 42, HEIDI Value: 1.0000
Point 117 -> Point 53, HEIDI Value: 1.0000
Point 117 -> Point 66, HEIDI Value: 1.0000
Point 117 -> Point 78, HEIDI Value: 1.0000
Point 117 -> Point 79, HEIDI Value: 1.0000
Point 117 -> Point 127, HEIDI Value: 1.0000
Point 117 -> Point 129, HEIDI Value: 1.0000
Point 117 -> Point 150, HEIDI Value: 1.0000
Point 117 -> Point 172, HEIDI Value: 1.0000
Point 117 -> Point 231, HEIDI Value: 1.0000
Point 117 -> Point 240, HEIDI Value: 1.0000
Point 117 -> Point 249, HEIDI Value: 1.0000
Point 117 -> Point 265, HEIDI Value: 1.0000
Point 117 -> Point 274, HEIDI Value: 1.0000
Point 118 -> Point 8, HEIDI Value: 1.0000
Point 118 -> Point 78, HEIDI Value: 1.0000
Point 118 -> Point 98, HEIDI Value: 1.0000
Point 118 -> Point 108, HEIDI Value: 1.0000
Point 118 -> Point 109, HEIDI Value: 1.0000
Point 118 -> Point 115, HEIDI Value: 1.0000
Point 118 -> Point 139, HEIDI Value: 1.0000
Point 118 -> Point 143, HEIDI Value: 1.0000
Point 118 -> Point 153, HEIDI Value: 1.0000
Point 118 -> Point 186, HEIDI Value: 1.0000
Point 118 -> Point 236, HEIDI Value: 1.0000
Point 118 -> Point 243, HEIDI Value: 1.0000
Point 118 -> Point 254, HEIDI Value: 1.0000
Point 118 -> Point 264, HEIDI Value: 1.0000
Point 118 -> Point 266, HEIDI Value: 1.0000
Point 118 -> Point 267, HEIDI Value: 1.0000
Point 118 -> Point 271, HEIDI Value: 1.0000
Point 118 -> Point 284, HEIDI Value: 1.0000
Point 118 -> Point 289, HEIDI Value: 1.0000
Point 119 -> Point 12, HEIDI Value: 1.0000
Point 119 -> Point 89, HEIDI Value: 1.0000
Point 119 -> Point 92, HEIDI Value: 1.0000
Point 119 -> Point 94, HEIDI Value: 1.0000
Point 119 -> Point 99, HEIDI Value: 1.0000
Point 119 -> Point 113, HEIDI Value: 1.0000
Point 119 -> Point 137, HEIDI Value: 1.0000
Point 119 -> Point 144, HEIDI Value: 1.0000
Point 119 -> Point 158, HEIDI Value: 1.0000
Point 119 -> Point 160, HEIDI Value: 1.0000
Point 119 -> Point 174, HEIDI Value: 1.0000
Point 119 -> Point 179, HEIDI Value: 1.0000
Point 119 -> Point 182, HEIDI Value: 1.0000
Point 119 -> Point 184, HEIDI Value: 1.0000
Point 119 -> Point 193, HEIDI Value: 1.0000
Point 119 -> Point 195, HEIDI Value: 1.0000
Point 119 -> Point 202, HEIDI Value: 1.0000
Point 119 -> Point 203, HEIDI Value: 1.0000
Point 119 -> Point 229, HEIDI Value: 1.0000
Point 119 -> Point 250, HEIDI Value: 1.0000
Point 119 -> Point 275, HEIDI Value: 1.0000
Point 119 -> Point 288, HEIDI Value: 1.0000
Point 120 -> Point 1, HEIDI Value: 1.0000
Point 120 -> Point 25, HEIDI Value: 1.0000
Point 120 -> Point 26, HEIDI Value: 1.0000
Point 120 -> Point 46, HEIDI Value: 1.0000
Point 120 -> Point 47, HEIDI Value: 1.0000
Point 120 -> Point 54, HEIDI Value: 1.0000
Point 120 -> Point 58, HEIDI Value: 1.0000
Point 120 -> Point 69, HEIDI Value: 1.0000
Point 120 -> Point 74, HEIDI Value: 1.0000
Point 120 -> Point 81, HEIDI Value: 1.0000
Point 120 -> Point 121, HEIDI Value: 1.0000
Point 120 -> Point 125, HEIDI Value: 1.0000
Point 120 -> Point 130, HEIDI Value: 1.0000
Point 120 -> Point 131, HEIDI Value: 1.0000
Point 120 -> Point 150, HEIDI Value: 1.0000
Point 120 -> Point 161, HEIDI Value: 1.0000
Point 120 -> Point 162, HEIDI Value: 1.0000
Point 120 -> Point 177, HEIDI Value: 1.0000
Point 120 -> Point 239, HEIDI Value: 1.0000
Point 120 -> Point 249, HEIDI Value: 1.0000
Point 120 -> Point 265, HEIDI Value: 1.0000
Point 120 -> Point 290, HEIDI Value: 1.0000
Point 120 -> Point 295, HEIDI Value: 1.0000
Point 120 -> Point 299, HEIDI Value: 1.0000
Point 121 -> Point 1, HEIDI Value: 1.0000
Point 121 -> Point 3, HEIDI Value: 1.0000
Point 121 -> Point 18, HEIDI Value: 1.0000
Point 121 -> Point 25, HEIDI Value: 1.0000
Point 121 -> Point 47, HEIDI Value: 1.0000
Point 121 -> Point 52, HEIDI Value: 1.0000
Point 121 -> Point 57, HEIDI Value: 1.0000
Point 121 -> Point 58, HEIDI Value: 1.0000
Point 121 -> Point 60, HEIDI Value: 1.0000
Point 121 -> Point 65, HEIDI Value: 1.0000
Point 121 -> Point 107, HEIDI Value: 1.0000
Point 121 -> Point 120, HEIDI Value: 1.0000
Point 121 -> Point 125, HEIDI Value: 1.0000
Point 121 -> Point 127, HEIDI Value: 1.0000
Point 121 -> Point 131, HEIDI Value: 1.0000
Point 121 -> Point 138, HEIDI Value: 1.0000
Point 121 -> Point 148, HEIDI Value: 1.0000
Point 121 -> Point 161, HEIDI Value: 1.0000
Point 121 -> Point 162, HEIDI Value: 1.0000
Point 121 -> Point 175, HEIDI Value: 1.0000
Point 121 -> Point 214, HEIDI Value: 1.0000
Point 121 -> Point 249, HEIDI Value: 1.0000
Point 121 -> Point 270, HEIDI Value: 1.0000
Point 121 -> Point 292, HEIDI Value: 1.0000
Point 121 -> Point 296, HEIDI Value: 1.0000
Point 122 -> Point 36, HEIDI Value: 1.0000
Point 122 -> Point 44, HEIDI Value: 1.0000
Point 122 -> Point 57, HEIDI Value: 1.0000
Point 122 -> Point 59, HEIDI Value: 1.0000
Point 122 -> Point 63, HEIDI Value: 1.0000
Point 122 -> Point 74, HEIDI Value: 1.0000
Point 122 -> Point 77, HEIDI Value: 1.0000
Point 122 -> Point 82, HEIDI Value: 1.0000
Point 122 -> Point 84, HEIDI Value: 1.0000
Point 122 -> Point 87, HEIDI Value: 1.0000
Point 122 -> Point 97, HEIDI Value: 1.0000
Point 122 -> Point 108, HEIDI Value: 1.0000
Point 122 -> Point 110, HEIDI Value: 1.0000
Point 122 -> Point 125, HEIDI Value: 1.0000
Point 122 -> Point 151, HEIDI Value: 1.0000
Point 122 -> Point 171, HEIDI Value: 1.0000
Point 122 -> Point 195, HEIDI Value: 1.0000
Point 122 -> Point 230, HEIDI Value: 1.0000
Point 122 -> Point 248, HEIDI Value: 1.0000
Point 122 -> Point 251, HEIDI Value: 1.0000
Point 123 -> Point 23, HEIDI Value: 1.0000
Point 123 -> Point 28, HEIDI Value: 1.0000
Point 123 -> Point 29, HEIDI Value: 1.0000
Point 123 -> Point 47, HEIDI Value: 1.0000
Point 123 -> Point 62, HEIDI Value: 1.0000
Point 123 -> Point 63, HEIDI Value: 1.0000
Point 123 -> Point 69, HEIDI Value: 1.0000
Point 123 -> Point 75, HEIDI Value: 1.0000
Point 123 -> Point 87, HEIDI Value: 1.0000
Point 123 -> Point 88, HEIDI Value: 1.0000
Point 123 -> Point 93, HEIDI Value: 1.0000
Point 123 -> Point 100, HEIDI Value: 1.0000
Point 123 -> Point 107, HEIDI Value: 1.0000
Point 123 -> Point 124, HEIDI Value: 1.0000
Point 123 -> Point 140, HEIDI Value: 1.0000
Point 123 -> Point 143, HEIDI Value: 1.0000
Point 123 -> Point 171, HEIDI Value: 1.0000
Point 123 -> Point 189, HEIDI Value: 1.0000
Point 123 -> Point 255, HEIDI Value: 1.0000
Point 124 -> Point 62, HEIDI Value: 1.0000
Point 124 -> Point 63, HEIDI Value: 1.0000
Point 124 -> Point 69, HEIDI Value: 1.0000
Point 124 -> Point 75, HEIDI Value: 1.0000
Point 124 -> Point 82, HEIDI Value: 1.0000
Point 124 -> Point 88, HEIDI Value: 1.0000
Point 124 -> Point 95, HEIDI Value: 1.0000
Point 124 -> Point 96, HEIDI Value: 1.0000
Point 124 -> Point 107, HEIDI Value: 1.0000
Point 124 -> Point 140, HEIDI Value: 1.0000
Point 124 -> Point 145, HEIDI Value: 1.0000
Point 124 -> Point 153, HEIDI Value: 1.0000
Point 124 -> Point 158, HEIDI Value: 1.0000
Point 124 -> Point 171, HEIDI Value: 1.0000
Point 124 -> Point 194, HEIDI Value: 1.0000
Point 124 -> Point 195, HEIDI Value: 1.0000
Point 124 -> Point 198, HEIDI Value: 1.0000
Point 124 -> Point 209, HEIDI Value: 1.0000
Point 124 -> Point 221, HEIDI Value: 1.0000
Point 124 -> Point 222, HEIDI Value: 1.0000
Point 124 -> Point 239, HEIDI Value: 1.0000
Point 124 -> Point 252, HEIDI Value: 1.0000
Point 124 -> Point 266, HEIDI Value: 1.0000
Point 125 -> Point 28, HEIDI Value: 1.0000
Point 125 -> Point 65, HEIDI Value: 1.0000
Point 125 -> Point 67, HEIDI Value: 1.0000
Point 125 -> Point 74, HEIDI Value: 1.0000
Point 125 -> Point 77, HEIDI Value: 1.0000
Point 125 -> Point 97, HEIDI Value: 1.0000
Point 125 -> Point 103, HEIDI Value: 1.0000
Point 125 -> Point 107, HEIDI Value: 1.0000
Point 125 -> Point 110, HEIDI Value: 1.0000
Point 125 -> Point 120, HEIDI Value: 1.0000
Point 125 -> Point 121, HEIDI Value: 1.0000
Point 125 -> Point 122, HEIDI Value: 1.0000
Point 125 -> Point 130, HEIDI Value: 1.0000
Point 125 -> Point 171, HEIDI Value: 1.0000
Point 125 -> Point 185, HEIDI Value: 1.0000
Point 125 -> Point 208, HEIDI Value: 1.0000
Point 125 -> Point 216, HEIDI Value: 1.0000
Point 125 -> Point 220, HEIDI Value: 1.0000
Point 125 -> Point 230, HEIDI Value: 1.0000
Point 125 -> Point 252, HEIDI Value: 1.0000
Point 125 -> Point 261, HEIDI Value: 1.0000
Point 126 -> Point 33, HEIDI Value: 1.0000
Point 126 -> Point 37, HEIDI Value: 1.0000
Point 126 -> Point 40, HEIDI Value: 1.0000
Point 126 -> Point 41, HEIDI Value: 1.0000
Point 126 -> Point 55, HEIDI Value: 1.0000
Point 126 -> Point 70, HEIDI Value: 1.0000
Point 126 -> Point 71, HEIDI Value: 1.0000
Point 126 -> Point 111, HEIDI Value: 1.0000
Point 126 -> Point 138, HEIDI Value: 1.0000
Point 126 -> Point 151, HEIDI Value: 1.0000
Point 126 -> Point 156, HEIDI Value: 1.0000
Point 126 -> Point 170, HEIDI Value: 1.0000
Point 126 -> Point 173, HEIDI Value: 1.0000
Point 126 -> Point 177, HEIDI Value: 1.0000
Point 126 -> Point 184, HEIDI Value: 1.0000
Point 126 -> Point 186, HEIDI Value: 1.0000
Point 126 -> Point 190, HEIDI Value: 1.0000
Point 126 -> Point 236, HEIDI Value: 1.0000
Point 126 -> Point 257, HEIDI Value: 1.0000
Point 126 -> Point 259, HEIDI Value: 1.0000
Point 126 -> Point 297, HEIDI Value: 1.0000
Point 127 -> Point 19, HEIDI Value: 1.0000
Point 127 -> Point 23, HEIDI Value: 1.0000
Point 127 -> Point 27, HEIDI Value: 1.0000
Point 127 -> Point 32, HEIDI Value: 1.0000
Point 127 -> Point 42, HEIDI Value: 1.0000
Point 127 -> Point 60, HEIDI Value: 1.0000
Point 127 -> Point 64, HEIDI Value: 1.0000
Point 127 -> Point 65, HEIDI Value: 1.0000
Point 127 -> Point 106, HEIDI Value: 1.0000
Point 127 -> Point 117, HEIDI Value: 1.0000
Point 127 -> Point 121, HEIDI Value: 1.0000
Point 127 -> Point 150, HEIDI Value: 1.0000
Point 127 -> Point 175, HEIDI Value: 1.0000
Point 127 -> Point 177, HEIDI Value: 1.0000
Point 127 -> Point 210, HEIDI Value: 1.0000
Point 127 -> Point 214, HEIDI Value: 1.0000
Point 127 -> Point 231, HEIDI Value: 1.0000
Point 127 -> Point 237, HEIDI Value: 1.0000
Point 127 -> Point 270, HEIDI Value: 1.0000
Point 127 -> Point 274, HEIDI Value: 1.0000
Point 127 -> Point 296, HEIDI Value: 1.0000
Point 128 -> Point 17, HEIDI Value: 1.0000
Point 128 -> Point 39, HEIDI Value: 1.0000
Point 128 -> Point 49, HEIDI Value: 1.0000
Point 128 -> Point 60, HEIDI Value: 1.0000
Point 128 -> Point 68, HEIDI Value: 1.0000
Point 128 -> Point 86, HEIDI Value: 1.0000
Point 128 -> Point 95, HEIDI Value: 1.0000
Point 128 -> Point 113, HEIDI Value: 1.0000
Point 128 -> Point 136, HEIDI Value: 1.0000
Point 128 -> Point 170, HEIDI Value: 1.0000
Point 128 -> Point 176, HEIDI Value: 1.0000
Point 128 -> Point 187, HEIDI Value: 1.0000
Point 128 -> Point 200, HEIDI Value: 1.0000
Point 128 -> Point 206, HEIDI Value: 1.0000
Point 128 -> Point 209, HEIDI Value: 1.0000
Point 128 -> Point 216, HEIDI Value: 1.0000
Point 128 -> Point 241, HEIDI Value: 1.0000
Point 128 -> Point 244, HEIDI Value: 1.0000
